file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
chin_on_hand\Frame_381.jpg,382.0,533.0,0.56071097,384.0,510.0,0.7091851,378.0,500.0,0.59219396,334.0,480.0,0.39990556,320.0,461.0,0.7233143,293.0,580.0,0.40384054,208.0,540.0,0.6125285,381.0,746.0,0.3119919,187.0,780.0,0.6151426,419.0,759.0,0.25681826,406.0,777.0,0.35944042,204.0,863.0,0.49211666,118.0,885.0,0.7113355,455.0,893.0,0.32271236,407.0,940.0,0.65849584,596.0,1133.0,0.52149916,590.0,1231.0,0.5417576,0,chin_on_hand
chin_on_hand\Frame_382.jpg,382.0,531.0,0.56350356,385.0,509.0,0.7013042,378.0,498.0,0.60804003,335.0,480.0,0.414042,320.0,461.0,0.7454251,285.0,574.0,0.51748765,208.0,541.0,0.63987505,380.0,743.0,0.30478755,187.0,778.0,0.61992383,357.0,578.0,0.7086776,407.0,779.0,0.351794,205.0,863.0,0.46004334,119.0,884.0,0.6866344,456.0,894.0,0.31504747,409.0,939.0,0.6498111,596.0,1134.0,0.52741134,589.0,1228.0,0.53188336,0,chin_on_hand
chin_on_hand\Frame_383.jpg,382.0,531.0,0.5456526,386.0,510.0,0.67720854,378.0,499.0,0.59540576,339.0,481.0,0.38200554,319.0,461.0,0.7166864,286.0,577.0,0.4644444,210.0,536.0,0.8183194,380.0,745.0,0.29769242,187.0,779.0,0.61219424,357.0,579.0,0.70032907,408.0,779.0,0.33784392,214.0,866.0,0.6039151,118.0,888.0,0.7210082,461.0,894.0,0.30627412,405.0,944.0,0.6244843,595.0,1132.0,0.54316986,590.0,1229.0,0.51741505,0,chin_on_hand
chin_on_hand\Frame_384.jpg,382.0,533.0,0.5664193,384.0,510.0,0.71865344,378.0,499.0,0.5781964,336.0,481.0,0.39914772,319.0,462.0,0.7291813,298.0,589.0,0.34893608,207.0,544.0,0.6857132,387.0,745.0,0.27329603,188.0,779.0,0.5980533,360.0,580.0,0.77375257,406.0,779.0,0.33166656,207.0,861.0,0.4546905,119.0,883.0,0.7101151,460.0,889.0,0.32879803,408.0,941.0,0.65842646,597.0,1130.0,0.57183784,587.0,1226.0,0.61040497,0,chin_on_hand
chin_on_hand\Frame_385.jpg,383.0,530.0,0.5787259,386.0,508.0,0.6656044,378.0,497.0,0.6159297,338.0,481.0,0.39000732,319.0,461.0,0.71696293,286.0,576.0,0.48323914,209.0,542.0,0.60814726,381.0,744.0,0.31036866,185.0,780.0,0.7426575,359.0,582.0,0.73188394,406.0,780.0,0.3137546,204.0,862.0,0.4801518,115.0,886.0,0.7218606,461.0,890.0,0.30956486,410.0,940.0,0.6952939,595.0,1133.0,0.5091932,589.0,1231.0,0.58536094,0,chin_on_hand
chin_on_hand\Frame_386.jpg,382.0,532.0,0.56396395,384.0,510.0,0.72387266,378.0,500.0,0.60372794,336.0,481.0,0.41809028,320.0,463.0,0.73625547,300.0,588.0,0.38111335,208.0,543.0,0.68896145,386.0,744.0,0.2744545,186.0,778.0,0.61131597,358.0,576.0,0.7654398,404.0,780.0,0.33361062,203.0,860.0,0.4552971,117.0,883.0,0.70230466,433.0,905.0,0.41172835,410.0,939.0,0.6843848,595.0,1134.0,0.5304632,590.0,1230.0,0.5841335,0,chin_on_hand
chin_on_hand\Frame_387.jpg,382.0,532.0,0.5698857,384.0,509.0,0.7190883,378.0,499.0,0.611944,335.0,480.0,0.4150328,320.0,462.0,0.73744893,287.0,577.0,0.50739443,207.0,542.0,0.67155546,384.0,744.0,0.28248984,188.0,780.0,0.6303649,358.0,578.0,0.74853265,404.0,779.0,0.34943372,207.0,864.0,0.48956534,118.0,886.0,0.74860954,459.0,893.0,0.3200219,408.0,942.0,0.6842036,597.0,1131.0,0.5309396,589.0,1226.0,0.56998765,0,chin_on_hand
chin_on_hand\Frame_389.jpg,382.0,532.0,0.5690256,384.0,509.0,0.7097602,376.0,500.0,0.47441483,335.0,479.0,0.40307727,320.0,462.0,0.7518173,287.0,574.0,0.5503007,208.0,541.0,0.65854585,380.0,744.0,0.27496523,187.0,779.0,0.59812397,357.0,577.0,0.7259322,408.0,777.0,0.33633637,206.0,860.0,0.4660484,117.0,883.0,0.708013,458.0,891.0,0.29692233,407.0,945.0,0.6917995,592.0,1133.0,0.55263376,588.0,1227.0,0.5692011,0,chin_on_hand
chin_on_hand\Frame_39.jpg,384.0,532.0,0.5412625,386.0,509.0,0.6445135,383.0,501.0,0.6435093,337.0,477.0,0.50777996,322.0,460.0,0.6873555,265.0,561.0,0.39565188,220.0,542.0,0.5504112,340.0,730.0,0.23412555,180.0,779.0,0.76479095,350.0,580.0,0.591905,400.0,776.0,0.29751572,202.0,855.0,0.34685248,122.0,879.0,0.5855557,481.0,888.0,0.13703614,410.0,947.0,0.658805,582.0,1124.0,0.48903918,592.0,1230.0,0.5245933,0,chin_on_hand
chin_on_hand\Frame_390.jpg,382.0,530.0,0.5741732,385.0,508.0,0.6877551,377.0,497.0,0.6048472,336.0,480.0,0.40040615,318.0,461.0,0.7525595,301.0,588.0,0.4064333,208.0,541.0,0.60394263,384.0,747.0,0.31157184,185.0,779.0,0.60774326,358.0,578.0,0.7291684,405.0,780.0,0.33942896,213.0,859.0,0.54192114,118.0,879.0,0.65500534,460.0,889.0,0.28821787,408.0,939.0,0.6947394,591.0,1132.0,0.53871655,587.0,1228.0,0.57826704,0,chin_on_hand
chin_on_hand\Frame_391.jpg,382.0,531.0,0.5768716,384.0,508.0,0.70668447,377.0,498.0,0.6120456,335.0,480.0,0.41769555,320.0,462.0,0.7564127,287.0,575.0,0.5286571,210.0,539.0,0.5817536,378.0,745.0,0.29347757,189.0,779.0,0.65441287,358.0,578.0,0.7419255,407.0,778.0,0.36362067,214.0,861.0,0.5608988,121.0,882.0,0.6761564,460.0,890.0,0.2865213,409.0,944.0,0.6933964,594.0,1132.0,0.56646764,586.0,1228.0,0.58732295,0,chin_on_hand
chin_on_hand\Frame_392.jpg,382.0,531.0,0.55787814,385.0,510.0,0.68885875,377.0,499.0,0.57250345,338.0,482.0,0.3916741,318.0,461.0,0.73595446,299.0,587.0,0.3659467,213.0,534.0,0.7926505,380.0,748.0,0.30660728,186.0,777.0,0.5803633,358.0,581.0,0.71451485,406.0,777.0,0.3697115,213.0,864.0,0.5751524,119.0,885.0,0.7024455,458.0,892.0,0.3103058,408.0,941.0,0.6503279,597.0,1134.0,0.5230466,588.0,1229.0,0.5862272,0,chin_on_hand
chin_on_hand\Frame_393.jpg,382.0,532.0,0.5712905,385.0,509.0,0.7023077,377.0,499.0,0.5853682,336.0,480.0,0.39232954,319.0,461.0,0.74549204,301.0,586.0,0.3890873,213.0,533.0,0.80226266,378.0,747.0,0.31883776,186.0,777.0,0.61603475,359.0,581.0,0.7092861,406.0,778.0,0.35483092,218.0,863.0,0.5592643,121.0,887.0,0.71973,459.0,892.0,0.295012,410.0,946.0,0.6942854,595.0,1134.0,0.58094597,583.0,1224.0,0.6159634,0,chin_on_hand
chin_on_hand\Frame_395.jpg,383.0,531.0,0.5915074,385.0,508.0,0.72179615,377.0,498.0,0.618514,335.0,480.0,0.43574196,319.0,461.0,0.7696216,302.0,589.0,0.43711597,209.0,539.0,0.61216265,384.0,747.0,0.30689877,187.0,779.0,0.6137334,360.0,581.0,0.75048816,406.0,779.0,0.33631176,214.0,863.0,0.59117794,116.0,884.0,0.7292679,466.0,874.0,0.3581824,408.0,943.0,0.68002313,595.0,1139.0,0.50269854,585.0,1227.0,0.6198151,0,chin_on_hand
chin_on_hand\Frame_396.jpg,383.0,531.0,0.5768677,385.0,509.0,0.7037079,378.0,499.0,0.5993775,335.0,480.0,0.39570183,319.0,462.0,0.74566925,288.0,575.0,0.5114271,209.0,541.0,0.62001777,384.0,746.0,0.29635543,184.0,780.0,0.75528765,359.0,580.0,0.73064303,405.0,778.0,0.3474949,213.0,860.0,0.55876684,117.0,882.0,0.68553305,459.0,892.0,0.33471236,407.0,942.0,0.648682,597.0,1136.0,0.5068461,593.0,1228.0,0.5493165,0,chin_on_hand
chin_on_hand\Frame_397.jpg,383.0,531.0,0.5314137,388.0,510.0,0.5906908,377.0,500.0,0.4478081,344.0,482.0,0.29230508,321.0,463.0,0.6475065,299.0,588.0,0.34161052,212.0,539.0,0.80004984,384.0,746.0,0.27977484,185.0,780.0,0.6681347,358.0,578.0,0.66449374,405.0,779.0,0.32686114,214.0,865.0,0.5264164,117.0,889.0,0.6630869,460.0,894.0,0.29670933,407.0,944.0,0.5831896,596.0,1133.0,0.51779926,590.0,1228.0,0.5613153,0,chin_on_hand
chin_on_hand\Frame_398.jpg,382.0,532.0,0.5481861,385.0,509.0,0.67296207,378.0,500.0,0.5793395,338.0,481.0,0.3737264,320.0,463.0,0.72284424,298.0,587.0,0.3445493,208.0,542.0,0.61811244,385.0,745.0,0.27772957,188.0,780.0,0.6089848,358.0,577.0,0.7097956,404.0,777.0,0.3634719,214.0,861.0,0.55286646,116.0,885.0,0.7011891,460.0,890.0,0.32851982,406.0,941.0,0.62261295,594.0,1133.0,0.53461623,591.0,1228.0,0.536517,0,chin_on_hand
chin_on_hand\Frame_399.jpg,381.0,534.0,0.550192,383.0,511.0,0.7054327,374.0,503.0,0.46759826,336.0,481.0,0.40986332,320.0,465.0,0.7562679,301.0,587.0,0.40288964,209.0,542.0,0.6334942,385.0,745.0,0.2649546,185.0,781.0,0.7382169,360.0,579.0,0.750476,407.0,778.0,0.34423462,206.0,861.0,0.43796936,117.0,883.0,0.7006351,455.0,893.0,0.29659235,406.0,944.0,0.6534575,579.0,1137.0,0.31312978,586.0,1225.0,0.58706546,0,chin_on_hand
chin_on_hand\Frame_4.jpg,386.0,529.0,0.570866,386.0,505.0,0.4621344,383.0,499.0,0.6487895,339.0,474.0,0.38950974,323.0,461.0,0.6705437,274.0,567.0,0.34341803,219.0,542.0,0.71216697,367.0,723.0,0.23454212,176.0,777.0,0.62562966,355.0,576.0,0.6055927,396.0,778.0,0.27629295,203.0,856.0,0.37235546,120.0,879.0,0.6076673,428.0,914.0,0.33428106,409.0,943.0,0.64365745,581.0,1124.0,0.47038013,588.0,1227.0,0.57899845,0,chin_on_hand
chin_on_hand\Frame_400.jpg,383.0,533.0,0.56731874,385.0,510.0,0.71582794,376.0,502.0,0.5030358,335.0,481.0,0.40970472,320.0,464.0,0.7485189,302.0,587.0,0.416268,209.0,541.0,0.62771195,386.0,745.0,0.2850372,188.0,779.0,0.5951841,358.0,579.0,0.7410011,408.0,779.0,0.3417193,216.0,862.0,0.5477375,119.0,884.0,0.70272815,465.0,874.0,0.33147597,409.0,943.0,0.6868316,593.0,1132.0,0.578181,588.0,1228.0,0.57826924,0,chin_on_hand
chin_on_hand\Frame_401.jpg,382.0,535.0,0.5441925,384.0,512.0,0.691563,376.0,503.0,0.48438835,335.0,480.0,0.39711377,321.0,464.0,0.732641,299.0,587.0,0.37833083,212.0,535.0,0.8144106,382.0,744.0,0.28768072,184.0,778.0,0.7226502,356.0,577.0,0.7199439,403.0,780.0,0.35742736,213.0,859.0,0.53845465,117.0,881.0,0.6730292,460.0,890.0,0.26819304,407.0,945.0,0.6663624,597.0,1134.0,0.519106,591.0,1228.0,0.54439664,0,chin_on_hand
chin_on_hand\Frame_402.jpg,382.0,533.0,0.5438943,385.0,510.0,0.6650606,376.0,502.0,0.46276665,336.0,480.0,0.36522597,320.0,464.0,0.7218776,285.0,575.0,0.46535423,212.0,537.0,0.82248294,381.0,743.0,0.27523047,186.0,777.0,0.5776086,357.0,578.0,0.7096917,405.0,778.0,0.34254616,206.0,862.0,0.43631467,117.0,886.0,0.6949125,432.0,905.0,0.3646063,407.0,943.0,0.62499666,597.0,1132.0,0.5451907,588.0,1226.0,0.5894554,0,chin_on_hand
chin_on_hand\Frame_403.jpg,383.0,531.0,0.53832775,387.0,509.0,0.5996004,379.0,500.0,0.5729686,341.0,482.0,0.3229701,322.0,464.0,0.67571414,296.0,588.0,0.30812353,213.0,538.0,0.7877263,383.0,744.0,0.27015203,184.0,778.0,0.6920912,357.0,579.0,0.68794376,404.0,779.0,0.2990752,213.0,861.0,0.53147084,119.0,884.0,0.663801,432.0,905.0,0.35679343,406.0,943.0,0.5967717,596.0,1131.0,0.51456267,591.0,1228.0,0.55357313,0,chin_on_hand
chin_on_hand\Frame_404.jpg,383.0,531.0,0.5498146,387.0,509.0,0.6019591,378.0,500.0,0.56385154,342.0,482.0,0.32569632,320.0,465.0,0.70818263,299.0,587.0,0.34304547,213.0,539.0,0.81240267,384.0,744.0,0.24921708,184.0,777.0,0.67385197,359.0,580.0,0.68566567,403.0,779.0,0.34498328,218.0,862.0,0.4887165,126.0,888.0,0.6889667,460.0,892.0,0.30754742,409.0,940.0,0.61762774,595.0,1133.0,0.5189103,585.0,1227.0,0.58654565,0,chin_on_hand
chin_on_hand\Frame_406.jpg,382.0,532.0,0.5571437,384.0,509.0,0.6930177,375.0,500.0,0.44847092,335.0,480.0,0.37856263,318.0,462.0,0.765592,285.0,573.0,0.514413,212.0,535.0,0.81498855,373.0,743.0,0.27308464,183.0,779.0,0.76747984,357.0,579.0,0.7032941,401.0,776.0,0.37705842,206.0,864.0,0.48333484,119.0,886.0,0.73367006,459.0,895.0,0.29744315,408.0,942.0,0.61970973,599.0,1134.0,0.52054536,586.0,1225.0,0.64280844,0,chin_on_hand
chin_on_hand\Frame_407.jpg,383.0,530.0,0.5622796,386.0,509.0,0.64596224,378.0,500.0,0.576534,338.0,481.0,0.35265458,319.0,463.0,0.73632646,299.0,585.0,0.3547236,209.0,542.0,0.59835756,382.0,744.0,0.27512935,184.0,780.0,0.72733605,358.0,581.0,0.66695786,401.0,776.0,0.37924492,214.0,863.0,0.54726434,120.0,886.0,0.6877891,461.0,894.0,0.3202415,406.0,941.0,0.58418214,597.0,1134.0,0.52993906,587.0,1228.0,0.5685706,0,chin_on_hand
chin_on_hand\Frame_408.jpg,382.0,533.0,0.55674934,384.0,510.0,0.69178224,378.0,501.0,0.55225986,336.0,480.0,0.37929627,320.0,465.0,0.7419088,299.0,588.0,0.37458092,209.0,542.0,0.63833964,388.0,745.0,0.26644534,186.0,781.0,0.7112155,360.0,578.0,0.7426067,405.0,779.0,0.34239897,214.0,865.0,0.6030494,117.0,888.0,0.7391299,466.0,872.0,0.33796322,409.0,942.0,0.64404,599.0,1135.0,0.47625178,589.0,1227.0,0.5871872,0,chin_on_hand
chin_on_hand\Frame_409.jpg,383.0,533.0,0.5813621,384.0,510.0,0.7249094,377.0,502.0,0.512352,335.0,480.0,0.42055136,321.0,465.0,0.7511362,288.0,575.0,0.556175,209.0,541.0,0.6571053,384.0,744.0,0.26818743,190.0,781.0,0.63352966,359.0,577.0,0.7322141,405.0,779.0,0.3766227,207.0,863.0,0.4729908,117.0,886.0,0.73712206,467.0,876.0,0.3526177,411.0,940.0,0.68380725,595.0,1131.0,0.5342269,586.0,1226.0,0.60254073,0,chin_on_hand
chin_on_hand\Frame_410.jpg,382.0,533.0,0.55300987,384.0,511.0,0.6855091,376.0,503.0,0.47447723,336.0,480.0,0.372001,320.0,464.0,0.7458675,283.0,575.0,0.4636291,208.0,543.0,0.64758873,383.0,743.0,0.26560524,185.0,780.0,0.72310984,359.0,579.0,0.71911174,405.0,779.0,0.34421366,216.0,863.0,0.57358605,121.0,887.0,0.6919322,462.0,889.0,0.29047573,410.0,942.0,0.6578016,595.0,1131.0,0.50518274,591.0,1230.0,0.57579684,0,chin_on_hand
chin_on_hand\Frame_411.jpg,383.0,533.0,0.56857234,384.0,510.0,0.7087717,378.0,501.0,0.5778317,335.0,481.0,0.41782856,320.0,463.0,0.74893093,292.0,581.0,0.42296642,208.0,542.0,0.6315352,381.0,745.0,0.29033086,187.0,779.0,0.6105398,357.0,579.0,0.7156564,405.0,777.0,0.35262248,216.0,865.0,0.62500316,120.0,889.0,0.7454345,462.0,891.0,0.3090931,410.0,943.0,0.6801363,596.0,1130.0,0.55738497,587.0,1226.0,0.6673567,0,chin_on_hand
chin_on_hand\Frame_412.jpg,382.0,534.0,0.5564896,383.0,511.0,0.705673,375.0,502.0,0.46404305,335.0,481.0,0.43053183,319.0,463.0,0.76247346,299.0,587.0,0.39051342,208.0,542.0,0.6613287,383.0,744.0,0.27560633,186.0,778.0,0.5980942,358.0,578.0,0.7472189,404.0,779.0,0.3545073,207.0,860.0,0.41892013,118.0,881.0,0.6844568,461.0,891.0,0.3132388,408.0,944.0,0.6753057,595.0,1132.0,0.5608624,589.0,1227.0,0.581929,0,chin_on_hand
chin_on_hand\Frame_413.jpg,383.0,532.0,0.5778234,385.0,509.0,0.7106368,377.0,500.0,0.58911717,336.0,480.0,0.41387644,318.0,463.0,0.77162075,303.0,588.0,0.44927755,208.0,541.0,0.65055585,384.0,745.0,0.27789614,187.0,778.0,0.612725,358.0,577.0,0.70471084,404.0,778.0,0.35619622,216.0,860.0,0.54727143,119.0,883.0,0.7005615,470.0,875.0,0.34878156,410.0,943.0,0.70120823,594.0,1132.0,0.55334663,589.0,1229.0,0.5645454,0,chin_on_hand
chin_on_hand\Frame_414.jpg,380.0,534.0,0.51404417,382.0,511.0,0.6486387,373.0,503.0,0.42698765,334.0,479.0,0.34189668,319.0,463.0,0.74231076,286.0,574.0,0.4939066,209.0,546.0,0.6460806,365.0,744.0,0.25896624,193.0,780.0,0.618432,437.0,736.0,0.41785434,417.0,771.0,0.22216122,203.0,864.0,0.49001038,118.0,886.0,0.7081753,431.0,912.0,0.36898386,408.0,946.0,0.6625985,592.0,1132.0,0.52515393,587.0,1229.0,0.5170006,0,chin_on_hand
chin_on_hand\Frame_415.jpg,382.0,533.0,0.55009156,383.0,509.0,0.70096326,375.0,500.0,0.4666867,333.0,479.0,0.3566941,319.0,462.0,0.73804694,291.0,576.0,0.5269264,207.0,543.0,0.61850846,384.0,748.0,0.2716086,209.0,783.0,0.6780224,435.0,754.0,0.20175923,429.0,775.0,0.2668859,211.0,866.0,0.5936278,118.0,889.0,0.7246912,463.0,903.0,0.2953624,404.0,938.0,0.6426587,577.0,1139.0,0.34014323,583.0,1226.0,0.5110551,0,chin_on_hand
chin_on_hand\Frame_416.jpg,384.0,529.0,0.5728646,385.0,507.0,0.65693724,379.0,496.0,0.6284884,335.0,479.0,0.33577934,319.0,460.0,0.69375837,290.0,575.0,0.49110353,209.0,542.0,0.5733819,385.0,751.0,0.29308572,217.0,781.0,0.74736786,453.0,760.0,0.25534096,429.0,777.0,0.17194146,210.0,862.0,0.56962097,120.0,887.0,0.6863513,481.0,905.0,0.24754573,406.0,941.0,0.67609125,574.0,1140.0,0.3766416,585.0,1225.0,0.4657731,0,chin_on_hand
chin_on_hand\Frame_417.jpg,385.0,532.0,0.5943902,385.0,508.0,0.7175294,379.0,499.0,0.6333993,333.0,479.0,0.39682558,319.0,461.0,0.75901914,307.0,584.0,0.5303452,209.0,533.0,0.7944637,395.0,742.0,0.4601195,216.0,778.0,0.73745215,476.0,751.0,0.35245165,434.0,773.0,0.20941564,207.0,866.0,0.59148014,113.0,885.0,0.7267097,460.0,908.0,0.36780497,407.0,941.0,0.6832561,591.0,1147.0,0.53323466,584.0,1222.0,0.49752748,0,chin_on_hand
chin_on_hand\Frame_418.jpg,380.0,533.0,0.5444291,381.0,510.0,0.6556673,374.0,502.0,0.4427052,334.0,479.0,0.5607039,319.0,462.0,0.7554176,283.0,571.0,0.5180171,207.0,544.0,0.6774386,359.0,745.0,0.26033983,203.0,782.0,0.6156105,443.0,733.0,0.43952972,426.0,763.0,0.29996827,200.0,869.0,0.5378248,118.0,893.0,0.6152195,482.0,908.0,0.20767173,410.0,944.0,0.687912,595.0,1142.0,0.46768275,593.0,1230.0,0.44636056,0,chin_on_hand
chin_on_hand\Frame_419.jpg,384.0,530.0,0.60577464,384.0,507.0,0.7179967,379.0,498.0,0.6359296,336.0,479.0,0.5452429,320.0,462.0,0.7438508,288.0,576.0,0.57942283,209.0,544.0,0.68438613,362.0,749.0,0.3522786,192.0,783.0,0.6763886,435.0,742.0,0.35075426,412.0,771.0,0.30932793,200.0,863.0,0.5313952,116.0,886.0,0.71343863,473.0,888.0,0.26349232,410.0,943.0,0.6919384,596.0,1133.0,0.5406787,599.0,1239.0,0.6543888,0,chin_on_hand
chin_on_hand\Frame_42.jpg,388.0,533.0,0.48992848,386.0,511.0,0.65322655,381.0,502.0,0.52605677,339.0,477.0,0.4647471,322.0,459.0,0.67817956,275.0,569.0,0.3584485,220.0,536.0,0.7017451,339.0,746.0,0.21340393,176.0,780.0,0.7439728,395.0,756.0,0.2734063,392.0,775.0,0.33325687,201.0,855.0,0.36398223,120.0,880.0,0.58481073,429.0,914.0,0.37158844,409.0,945.0,0.64807326,581.0,1126.0,0.4369279,589.0,1231.0,0.55780596,0,chin_on_hand
chin_on_hand\Frame_421.jpg,383.0,532.0,0.58165747,383.0,509.0,0.720806,376.0,501.0,0.50076914,333.0,480.0,0.41964018,320.0,464.0,0.7542197,291.0,579.0,0.3957366,209.0,543.0,0.7262825,385.0,744.0,0.28890345,190.0,781.0,0.6684983,358.0,579.0,0.7694968,404.0,779.0,0.3368284,205.0,859.0,0.44657993,118.0,882.0,0.69938827,433.0,904.0,0.3735993,410.0,943.0,0.7161113,595.0,1132.0,0.5580289,586.0,1228.0,0.606619,0,chin_on_hand
chin_on_hand\Frame_422.jpg,380.0,534.0,0.50963074,382.0,511.0,0.64991146,374.0,502.0,0.4381286,337.0,479.0,0.41563842,320.0,462.0,0.70534676,281.0,571.0,0.42557383,210.0,545.0,0.608618,359.0,742.0,0.22404411,193.0,782.0,0.70241225,426.0,742.0,0.27012765,414.0,770.0,0.32789612,214.0,864.0,0.5379408,131.0,888.0,0.70363903,430.0,915.0,0.38709387,409.0,943.0,0.6612185,596.0,1136.0,0.49647343,587.0,1228.0,0.5331569,0,chin_on_hand
chin_on_hand\Frame_423.jpg,383.0,532.0,0.5628712,384.0,509.0,0.7114656,377.0,500.0,0.51989406,333.0,478.0,0.34709862,321.0,463.0,0.72579396,289.0,575.0,0.5699704,208.0,544.0,0.6692209,402.0,736.0,0.39879388,216.0,782.0,0.7670182,433.0,755.0,0.19023821,426.0,775.0,0.22136536,198.0,867.0,0.5606319,109.0,890.0,0.71688086,482.0,903.0,0.29575875,407.0,941.0,0.66537416,578.0,1141.0,0.33614767,589.0,1229.0,0.5111394,0,chin_on_hand
chin_on_hand\Frame_424.jpg,382.0,533.0,0.54478073,383.0,509.0,0.69971204,376.0,500.0,0.4780489,334.0,479.0,0.51101816,319.0,462.0,0.73028594,288.0,574.0,0.53723454,208.0,543.0,0.6479003,398.0,743.0,0.4128016,218.0,782.0,0.5400796,430.0,758.0,0.17983292,418.0,776.0,0.23104322,205.0,863.0,0.57334006,112.0,888.0,0.7207244,480.0,904.0,0.25497377,404.0,942.0,0.6448035,581.0,1141.0,0.35716483,584.0,1224.0,0.51603734,0,chin_on_hand
chin_on_hand\Frame_425.jpg,383.0,532.0,0.54141843,385.0,509.0,0.65716255,375.0,500.0,0.4491488,336.0,479.0,0.41893542,319.0,463.0,0.7327613,285.0,573.0,0.45230335,209.0,546.0,0.65160173,371.0,743.0,0.27388003,195.0,784.0,0.7346883,432.0,743.0,0.25865012,404.0,771.0,0.32358962,213.0,862.0,0.5375354,125.0,887.0,0.7146578,490.0,893.0,0.2420232,410.0,946.0,0.71879005,595.0,1135.0,0.55565333,583.0,1224.0,0.5376948,0,chin_on_hand
chin_on_hand\Frame_426.jpg,384.0,528.0,0.55415165,385.0,506.0,0.58528435,380.0,497.0,0.6426525,337.0,478.0,0.4376105,322.0,463.0,0.67051494,278.0,574.0,0.40194562,212.0,545.0,0.6221945,345.0,748.0,0.26925725,185.0,785.0,0.77449954,422.0,760.0,0.25037557,409.0,784.0,0.23002313,202.0,863.0,0.49945924,118.0,887.0,0.72427714,485.0,886.0,0.15460038,406.0,946.0,0.63843596,581.0,1126.0,0.47002983,587.0,1227.0,0.5987892,0,chin_on_hand
chin_on_hand\Frame_427.jpg,380.0,532.0,0.51222485,381.0,510.0,0.6236206,375.0,502.0,0.44465065,335.0,480.0,0.44901153,321.0,463.0,0.67650425,283.0,579.0,0.36487484,209.0,546.0,0.68252444,381.0,728.0,0.30909845,189.0,780.0,0.63767374,358.0,579.0,0.73235047,400.0,783.0,0.25644368,208.0,861.0,0.42141438,124.0,886.0,0.66618043,456.0,891.0,0.26514244,410.0,943.0,0.6575192,583.0,1124.0,0.49468014,589.0,1228.0,0.5836843,0,chin_on_hand
chin_on_hand\Frame_428.jpg,379.0,534.0,0.5408349,381.0,511.0,0.65066314,374.0,503.0,0.44054878,333.0,481.0,0.4094497,319.0,464.0,0.76510483,289.0,580.0,0.40151688,208.0,545.0,0.7368573,384.0,743.0,0.27361363,191.0,782.0,0.64904237,361.0,581.0,0.76861167,401.0,783.0,0.29457477,204.0,861.0,0.46347427,116.0,884.0,0.7286358,465.0,872.0,0.34034818,408.0,941.0,0.66951907,582.0,1124.0,0.49611145,587.0,1229.0,0.59004253,0,chin_on_hand
chin_on_hand\Frame_429.jpg,379.0,533.0,0.5400939,381.0,511.0,0.65071857,374.0,502.0,0.4388642,332.0,480.0,0.38861462,319.0,464.0,0.7573053,284.0,580.0,0.39479557,209.0,545.0,0.7420175,384.0,742.0,0.26252028,189.0,781.0,0.6613822,360.0,579.0,0.7758082,399.0,786.0,0.30296785,204.0,861.0,0.4753197,118.0,886.0,0.7492187,460.0,891.0,0.29324606,409.0,944.0,0.68402433,595.0,1133.0,0.5395322,588.0,1228.0,0.5685319,0,chin_on_hand
chin_on_hand\Frame_43.jpg,384.0,532.0,0.5218418,386.0,510.0,0.6260522,381.0,501.0,0.50106215,337.0,476.0,0.3767118,322.0,459.0,0.670176,275.0,570.0,0.34955165,220.0,542.0,0.508747,336.0,749.0,0.22340676,177.0,779.0,0.7207813,402.0,756.0,0.18426184,393.0,776.0,0.30435812,201.0,855.0,0.36165768,127.0,879.0,0.5819199,429.0,914.0,0.39716807,410.0,947.0,0.6266198,583.0,1126.0,0.4568272,587.0,1226.0,0.63276404,0,chin_on_hand
